ds,holiday,lower_window,upper_window
2018/01/08 22:00:00,holiday,0,1
2018/01/08 23:00:00,holiday,0,1
2018/01/08 3:00:00,holiday,0,1
2018/01/08 4:00:00,holiday,0,1
2018/01/08 5:00:00,holiday,0,1
2018/01/08 6:00:00,holiday,0,1
2018/01/08 7:00:00,holiday,0,1
2018/01/08 8:00:00,holiday,0,1
2018/01/08 9:00:00,holiday,0,1
2018/02/11 0:00:00,holiday,0,1
2018/02/11 1:00:00,holiday,0,1
2018/02/11 10:00:00,holiday,0,1
2018/02/11 11:00:00,holiday,0,1
2018/02/11 12:00:00,holiday,0,1
2018/02/11 13:00:00,holiday,0,1
2018/02/11 14:00:00,holiday,0,1
2018/02/11 15:00:00,holiday,0,1
2018/02/11 16:00:00,holiday,0,1
2018/02/11 17:00:00,holiday,0,1
2018/02/11 18:00:00,holiday,0,1
2018/02/11 19:00:00,holiday,0,1
2018/02/11 2:00:00,holiday,0,1
2018/02/11 20:00:00,holiday,0,1
2018/02/11 21:00:00,holiday,0,1
2018/02/11 22:00:00,holiday,0,1
2018/02/11 23:00:00,holiday,0,1
2018/02/11 3:00:00,holiday,0,1
2018/02/11 4:00:00,holiday,0,1
2018/02/11 5:00:00,holiday,0,1
2018/02/11 6:00:00,holiday,0,1
2018/02/11 7:00:00,holiday,0,1
2018/02/11 8:00:00,holiday,0,1
2018/02/11 9:00:00,holiday,0,1
2018/02/12 0:00:00,holiday,0,1
2018/02/12 1:00:00,holiday,0,1
2018/02/12 10:00:00,holiday,0,1
2018/02/12 11:00:00,holiday,0,1
2018/02/12 12:00:00,holiday,0,1
2018/02/12 13:00:00,holiday,0,1
2018/02/12 14:00:00,holiday,0,1
2018/02/12 15:00:00,holiday,0,1
2018/02/12 16:00:00,holiday,0,1
2018/02/12 17:00:00,holiday,0,1
2018/02/12 18:00:00,holiday,0,1
2018/02/12 19:00:00,holiday,0,1
2018/02/12 2:00:00,holiday,0,1
2018/02/12 20:00:00,holiday,0,1
2018/02/12 21:00:00,holiday,0,1
2018/02/12 22:00:00,holiday,0,1
2018/02/12 23:00:00,holiday,0,1
2018/02/12 3:00:00,holiday,0,1
2018/02/12 4:00:00,holiday,0,1
2018/02/12 5:00:00,holiday,0,1
2018/02/12 6:00:00,holiday,0,1
2018/02/12 7:00:00,holiday,0,1
2018/02/12 8:00:00,holiday,0,1
2018/02/12 9:00:00,holiday,0,1
2018/03/21 0:00:00,holiday,0,1
2018/03/21 1:00:00,holiday,0,1
2018/03/21 10:00:00,holiday,0,1
2018/03/21 11:00:00,holiday,0,1
2018/03/21 12:00:00,holiday,0,1
2018/03/21 13:00:00,holiday,0,1
2018/03/21 14:00:00,holiday,0,1
2018/03/21 15:00:00,holiday,0,1
2018/03/21 16:00:00,holiday,0,1
2018/03/21 17:00:00,holiday,0,1
2018/03/21 18:00:00,holiday,0,1
2018/03/21 19:00:00,holiday,0,1
2018/03/21 2:00:00,holiday,0,1
2018/03/21 20:00:00,holiday,0,1
2018/03/21 21:00:00,holiday,0,1
2018/03/21 22:00:00,holiday,0,1
2018/03/21 23:00:00,holiday,0,1
2018/03/21 3:00:00,holiday,0,1
2018/03/21 4:00:00,holiday,0,1
2018/03/21 5:00:00,holiday,0,1
2018/03/21 6:00:00,holiday,0,1
2018/03/21 7:00:00,holiday,0,1
2018/03/21 8:00:00,holiday,0,1
2018/03/21 9:00:00,holiday,0,1
2018/04/29 0:00:00,holiday,0,1
2018/04/29 1:00:00,holiday,0,1
2018/04/29 10:00:00,holiday,0,1
2018/04/29 11:00:00,holiday,0,1
2018/04/29 12:00:00,holiday,0,1
2018/04/29 13:00:00,holiday,0,1
2018/04/29 14:00:00,holiday,0,1
2018/04/29 15:00:00,holiday,0,1
2018/04/29 16:00:00,holiday,0,1
2018/04/29 17:00:00,holiday,0,1
2018/04/29 18:00:00,holiday,0,1
2018/04/29 19:00:00,holiday,0,1
2018/04/29 2:00:00,holiday,0,1
2018/04/29 20:00:00,holiday,0,1
2018/04/29 21:00:00,holiday,0,1
2018/04/29 22:00:00,holiday,0,1
2018/04/29 23:00:00,holiday,0,1
2018/04/29 3:00:00,holiday,0,1
2018/04/29 4:00:00,holiday,0,1
2018/04/29 5:00:00,holiday,0,1
2018/04/29 6:00:00,holiday,0,1
2018/04/29 7:00:00,holiday,0,1
2018/04/29 8:00:00,holiday,0,1
2018/04/29 9:00:00,holiday,0,1
2018/04/30 0:00:00,holiday,0,1
2018/04/30 1:00:00,holiday,0,1
2018/04/30 10:00:00,holiday,0,1
2018/04/30 11:00:00,holiday,0,1
2018/04/30 12:00:00,holiday,0,1
2018/04/30 13:00:00,holiday,0,1
2018/04/30 14:00:00,holiday,0,1
2018/04/30 15:00:00,holiday,0,1
2018/04/30 16:00:00,holiday,0,1
2018/04/30 17:00:00,holiday,0,1
2018/04/30 18:00:00,holiday,0,1
2018/04/30 19:00:00,holiday,0,1
2018/04/30 2:00:00,holiday,0,1
2018/04/30 20:00:00,holiday,0,1
2018/04/30 21:00:00,holiday,0,1
2018/04/30 22:00:00,holiday,0,1
2018/04/30 23:00:00,holiday,0,1
2018/04/30 3:00:00,holiday,0,1
2018/04/30 4:00:00,holiday,0,1
2018/04/30 5:00:00,holiday,0,1
2018/04/30 6:00:00,holiday,0,1
2018/04/30 7:00:00,holiday,0,1
2018/04/30 8:00:00,holiday,0,1
2018/04/30 9:00:00,holiday,0,1
2018/05/03 0:00:00,holiday,0,1
2018/05/03 1:00:00,holiday,0,1
2018/05/03 10:00:00,holiday,0,1
2018/05/03 11:00:00,holiday,0,1
2018/05/03 12:00:00,holiday,0,1
2018/05/03 13:00:00,holiday,0,1
2018/05/03 14:00:00,holiday,0,1
2018/05/03 15:00:00,holiday,0,1
2018/05/03 16:00:00,holiday,0,1
2018/05/03 17:00:00,holiday,0,1
2018/05/03 18:00:00,holiday,0,1
2018/05/03 19:00:00,holiday,0,1
2018/05/03 2:00:00,holiday,0,1
2018/05/03 20:00:00,holiday,0,1
2018/05/03 21:00:00,holiday,0,1
2018/05/03 22:00:00,holiday,0,1
2018/05/03 23:00:00,holiday,0,1
2018/05/03 3:00:00,holiday,0,1
2018/05/03 4:00:00,holiday,0,1
2018/05/03 5:00:00,holiday,0,1
2018/05/03 6:00:00,holiday,0,1
2018/05/03 7:00:00,holiday,0,1
2018/05/03 8:00:00,holiday,0,1
2018/05/03 9:00:00,holiday,0,1
2018/05/04 0:00:00,holiday,0,1
2018/05/04 1:00:00,holiday,0,1
2018/05/04 10:00:00,holiday,0,1
2018/05/04 11:00:00,holiday,0,1
2018/05/04 12:00:00,holiday,0,1
2018/05/04 13:00:00,holiday,0,1
2018/05/04 14:00:00,holiday,0,1
2018/05/04 15:00:00,holiday,0,1
2018/05/04 16:00:00,holiday,0,1
2018/05/04 17:00:00,holiday,0,1
2018/05/04 18:00:00,holiday,0,1
2018/05/04 19:00:00,holiday,0,1
2018/05/04 2:00:00,holiday,0,1
2018/05/04 20:00:00,holiday,0,1
2018/05/04 21:00:00,holiday,0,1
2018/05/04 22:00:00,holiday,0,1
2018/05/04 23:00:00,holiday,0,1
2018/05/04 3:00:00,holiday,0,1
2018/05/04 4:00:00,holiday,0,1
2018/05/04 5:00:00,holiday,0,1
2018/05/04 6:00:00,holiday,0,1
2018/05/04 7:00:00,holiday,0,1
2018/05/04 8:00:00,holiday,0,1
2018/05/04 9:00:00,holiday,0,1
2018/05/05 0:00:00,holiday,0,1
2018/05/05 1:00:00,holiday,0,1
2018/05/05 10:00:00,holiday,0,1
2018/05/05 11:00:00,holiday,0,1
2018/05/05 12:00:00,holiday,0,1
2018/05/05 13:00:00,holiday,0,1
2018/05/05 14:00:00,holiday,0,1
2018/05/05 15:00:00,holiday,0,1
2018/05/05 16:00:00,holiday,0,1
2018/05/05 17:00:00,holiday,0,1
2018/05/05 18:00:00,holiday,0,1
2018/05/05 19:00:00,holiday,0,1
2018/05/05 2:00:00,holiday,0,1
2018/05/05 20:00:00,holiday,0,1
2018/05/05 21:00:00,holiday,0,1
2018/05/05 22:00:00,holiday,0,1
2018/05/05 23:00:00,holiday,0,1
2018/05/05 3:00:00,holiday,0,1
2018/05/05 4:00:00,holiday,0,1
2018/05/05 5:00:00,holiday,0,1
2018/05/05 6:00:00,holiday,0,1
2018/05/05 7:00:00,holiday,0,1
2018/05/05 8:00:00,holiday,0,1
2018/05/05 9:00:00,holiday,0,1
2018/06/25 14:00:00,hotday,0,1
2018/06/29 14:00:00,hotday,0,1
2018/07/02 11:00:00,hotday,0,1
2018/07/02 12:00:00,hotday,0,1
2018/07/02 13:00:00,hotday,0,1
2018/07/02 14:00:00,hotday,0,1
2018/07/02 15:00:00,hotday,0,1
2018/07/02 16:00:00,hotday,0,1
2018/07/03 14:00:00,hotday,0,1
2018/07/10 14:00:00,hotday,0,1
2018/07/10 15:00:00,hotday,0,1
2018/07/11 12:00:00,hotday,0,1
2018/07/11 13:00:00,hotday,0,1
2018/07/13 11:00:00,hotday,0,1
2018/07/13 12:00:00,hotday,0,1
2018/07/13 14:00:00,hotday,0,1
2018/07/13 16:00:00,hotday,0,1
2018/07/14 10:00:00,hotday,0,1
2018/07/14 11:00:00,hotday,0,1
2018/07/14 12:00:00,hotday,0,1
2018/07/14 13:00:00,hotday,0,1
2018/07/14 14:00:00,hotday,0,1
2018/07/14 15:00:00,hotday,0,1
2018/07/14 16:00:00,hotday,0,1
2018/07/15 10:00:00,hotday,0,1
2018/07/15 12:00:00,hotday,0,1
2018/07/15 13:00:00,hotday,0,1
2018/07/15 14:00:00,hotday,0,1
2018/07/15 15:00:00,hotday,0,1
2018/07/15 16:00:00,hotday,0,1
2018/07/16 0:00:00,holiday,0,1
2018/07/16 1:00:00,holiday,0,1
2018/07/16 10:00:00,hotday,0,1
2018/07/16 10:00:00,holiday,0,1
2018/07/16 11:00:00,hotday,0,1
2018/07/16 11:00:00,holiday,0,1
2018/07/16 12:00:00,hotday,0,1
2018/07/16 12:00:00,holiday,0,1
2018/07/16 13:00:00,hotday,0,1
2018/07/16 13:00:00,holiday,0,1
2018/07/16 14:00:00,hotday,0,1
2018/07/16 14:00:00,holiday,0,1
2018/07/16 15:00:00,hotday,0,1
2018/07/16 15:00:00,holiday,0,1
2018/07/16 16:00:00,hotday,0,1
2018/07/16 16:00:00,holiday,0,1
2018/07/16 17:00:00,holiday,0,1
2018/07/16 18:00:00,holiday,0,1
2018/07/16 19:00:00,holiday,0,1
2018/07/16 2:00:00,holiday,0,1
2018/07/16 20:00:00,holiday,0,1
2018/07/16 21:00:00,holiday,0,1
2018/07/16 22:00:00,holiday,0,1
2018/07/16 23:00:00,holiday,0,1
2018/07/16 3:00:00,holiday,0,1
2018/07/16 4:00:00,holiday,0,1
2018/07/16 5:00:00,holiday,0,1
2018/07/16 6:00:00,holiday,0,1
2018/07/16 7:00:00,holiday,0,1
2018/07/16 8:00:00,holiday,0,1
2018/07/16 9:00:00,hotday,0,1
2018/07/16 9:00:00,holiday,0,1
2018/07/17 10:00:00,hotday,0,1
2018/07/17 11:00:00,hotday,0,1
2018/07/17 12:00:00,hotday,0,1
2018/07/17 13:00:00,hotday,0,1
2018/07/17 14:00:00,hotday,0,1
2018/07/17 15:00:00,hotday,0,1
2018/07/18 10:00:00,hotday,0,1
2018/07/18 11:00:00,hotday,0,1
2018/07/18 12:00:00,hotday,0,1
2018/07/18 13:00:00,hotday,0,1
2018/07/18 14:00:00,hotday,0,1
2018/07/18 15:00:00,hotday,0,1
2018/07/18 16:00:00,hotday,0,1
2018/07/18 17:00:00,hotday,0,1
2018/07/18 9:00:00,hotday,0,1
2018/07/19 10:00:00,hotday,0,1
2018/07/19 11:00:00,hotday,0,1
2018/07/19 12:00:00,hotday,0,1
2018/07/19 13:00:00,hotday,0,1
2018/07/19 14:00:00,hotday,0,1
2018/07/19 15:00:00,hotday,0,1
2018/07/19 16:00:00,hotday,0,1
2018/07/20 10:00:00,hotday,0,1
2018/07/20 11:00:00,hotday,0,1
2018/07/20 12:00:00,hotday,0,1
2018/07/20 13:00:00,hotday,0,1
2018/07/20 14:00:00,hotday,0,1
2018/07/20 15:00:00,hotday,0,1
2018/07/20 16:00:00,hotday,0,1
2018/07/21 10:00:00,hotday,0,1
2018/07/21 11:00:00,hotday,0,1
2018/07/21 12:00:00,hotday,0,1
2018/07/21 13:00:00,hotday,0,1
2018/07/21 14:00:00,hotday,0,1
2018/07/21 15:00:00,hotday,0,1
2018/07/21 16:00:00,hotday,0,1
2018/07/21 17:00:00,hotday,0,1
2018/07/21 9:00:00,hotday,0,1
2018/07/22 10:00:00,hotday,0,1
2018/07/22 11:00:00,hotday,0,1
2018/07/22 12:00:00,hotday,0,1
2018/07/22 13:00:00,hotday,0,1
2018/07/22 14:00:00,hotday,0,1
2018/07/22 15:00:00,hotday,0,1
2018/07/22 16:00:00,hotday,0,1
2018/07/22 17:00:00,hotday,0,1
2018/07/22 18:00:00,hotday,0,1
2018/07/22 8:00:00,hotday,0,1
2018/07/22 9:00:00,hotday,0,1
2018/07/23 10:00:00,hotday,0,1
2018/07/23 11:00:00,hotday,0,1
2018/07/23 12:00:00,hotday,0,1
2018/07/23 13:00:00,hotday,0,1
2018/07/23 14:00:00,hotday,0,1
2018/07/23 15:00:00,hotday,0,1
2018/07/23 16:00:00,hotday,0,1
2018/07/23 17:00:00,hotday,0,1
2018/07/23 18:00:00,hotday,0,1
2018/07/23 8:00:00,hotday,0,1
2018/07/23 9:00:00,hotday,0,1
2018/07/24 12:00:00,hotday,0,1
2018/07/24 13:00:00,hotday,0,1
2018/07/24 14:00:00,hotday,0,1
2018/07/24 15:00:00,hotday,0,1
2018/07/24 16:00:00,hotday,0,1
2018/07/24 17:00:00,hotday,0,1
2018/07/24 18:00:00,hotday,0,1
2018/07/31 12:00:00,hotday,0,1
2018/07/31 13:00:00,hotday,0,1
2018/07/31 14:00:00,hotday,0,1
2018/07/31 15:00:00,hotday,0,1
2018/07/31 16:00:00,hotday,0,1
2018/08/01 10:00:00,hotday,0,1
2018/08/01 11:00:00,hotday,0,1
2018/08/01 12:00:00,hotday,0,1
2018/08/01 13:00:00,hotday,0,1
2018/08/01 14:00:00,hotday,0,1
2018/08/01 15:00:00,hotday,0,1
2018/08/01 16:00:00,hotday,0,1
2018/08/01 17:00:00,hotday,0,1
2018/08/01 18:00:00,hotday,0,1
2018/08/02 10:00:00,hotday,0,1
2018/08/02 11:00:00,hotday,0,1
2018/08/02 12:00:00,hotday,0,1
2018/08/02 13:00:00,hotday,0,1
2018/08/02 14:00:00,hotday,0,1
2018/08/02 15:00:00,hotday,0,1
2018/08/02 16:00:00,hotday,0,1
2018/08/02 17:00:00,hotday,0,1
2018/08/02 18:00:00,hotday,0,1
2018/08/02 9:00:00,hotday,0,1
2018/08/03 10:00:00,hotday,0,1
2018/08/03 11:00:00,hotday,0,1
2018/08/03 12:00:00,hotday,0,1
2018/08/03 13:00:00,hotday,0,1
2018/08/03 14:00:00,hotday,0,1
2018/08/03 15:00:00,hotday,0,1
2018/08/03 16:00:00,hotday,0,1
2018/08/04 11:00:00,hotday,0,1
2018/08/04 12:00:00,hotday,0,1
2018/08/04 13:00:00,hotday,0,1
2018/08/04 14:00:00,hotday,0,1
2018/08/04 15:00:00,hotday,0,1
2018/08/04 16:00:00,hotday,0,1
2018/08/05 11:00:00,hotday,0,1
2018/08/05 12:00:00,hotday,0,1
2018/08/05 13:00:00,hotday,0,1
2018/08/05 14:00:00,hotday,0,1
2018/08/05 15:00:00,hotday,0,1
2018/08/05 16:00:00,hotday,0,1
2018/08/05 17:00:00,hotday,0,1
2018/08/06 13:00:00,hotday,0,1
2018/08/06 14:00:00,hotday,0,1
2018/08/06 15:00:00,hotday,0,1
2018/08/10 10:00:00,hotday,0,1
2018/08/10 11:00:00,hotday,0,1
2018/08/10 12:00:00,hotday,0,1
2018/08/10 13:00:00,hotday,0,1
2018/08/10 14:00:00,hotday,0,1
2018/08/11 0:00:00,holiday,0,1
2018/08/11 1:00:00,holiday,0,1
2018/08/11 10:00:00,holiday,0,1
2018/08/11 11:00:00,hotday,0,1
2018/08/11 11:00:00,holiday,0,1
2018/08/11 12:00:00,hotday,0,1
2018/08/11 12:00:00,holiday,0,1
2018/08/11 13:00:00,hotday,0,1
2018/08/11 13:00:00,holiday,0,1
2018/08/11 14:00:00,holiday,0,1
2018/08/11 15:00:00,holiday,0,1
2018/08/11 16:00:00,holiday,0,1
2018/08/11 17:00:00,holiday,0,1
2018/08/11 18:00:00,holiday,0,1
2018/08/11 19:00:00,holiday,0,1
2018/08/11 2:00:00,holiday,0,1
2018/08/11 20:00:00,holiday,0,1
2018/08/11 21:00:00,holiday,0,1
2018/08/11 22:00:00,holiday,0,1
2018/08/11 23:00:00,holiday,0,1
2018/08/11 3:00:00,holiday,0,1
2018/08/11 4:00:00,holiday,0,1
2018/08/11 5:00:00,holiday,0,1
2018/08/11 6:00:00,holiday,0,1
2018/08/11 7:00:00,holiday,0,1
2018/08/11 8:00:00,holiday,0,1
2018/08/11 9:00:00,holiday,0,1
2018/08/13 0:00:00,holiday,0,1
2018/08/13 1:00:00,holiday,0,1
2018/08/13 10:00:00,holiday,0,1
2018/08/13 11:00:00,holiday,0,1
2018/08/13 12:00:00,hotday,0,1
2018/08/13 12:00:00,holiday,0,1
2018/08/13 13:00:00,hotday,0,1
2018/08/13 13:00:00,holiday,0,1
2018/08/13 14:00:00,hotday,0,1
2018/08/13 14:00:00,holiday,0,1
2018/08/13 15:00:00,holiday,0,1
2018/08/13 16:00:00,holiday,0,1
2018/08/13 17:00:00,holiday,0,1
2018/08/13 18:00:00,holiday,0,1
2018/08/13 19:00:00,holiday,0,1
2018/08/13 2:00:00,holiday,0,1
2018/08/13 20:00:00,holiday,0,1
2018/08/13 21:00:00,holiday,0,1
2018/08/13 22:00:00,holiday,0,1
2018/08/13 23:00:00,holiday,0,1
2018/08/13 3:00:00,holiday,0,1
2018/08/13 4:00:00,holiday,0,1
2018/08/13 5:00:00,holiday,0,1
2018/08/13 6:00:00,holiday,0,1
2018/08/13 7:00:00,holiday,0,1
2018/08/13 8:00:00,holiday,0,1
2018/08/13 9:00:00,holiday,0,1
2018/08/14 0:00:00,holiday,0,1
2018/08/14 1:00:00,holiday,0,1
2018/08/14 10:00:00,holiday,0,1
2018/08/14 11:00:00,hotday,0,1
2018/08/14 11:00:00,holiday,0,1
2018/08/14 12:00:00,hotday,0,1
2018/08/14 12:00:00,holiday,0,1
2018/08/14 13:00:00,hotday,0,1
2018/08/14 13:00:00,holiday,0,1
2018/08/14 14:00:00,hotday,0,1
2018/08/14 14:00:00,holiday,0,1
2018/08/14 15:00:00,hotday,0,1
2018/08/14 15:00:00,holiday,0,1
2018/08/14 16:00:00,holiday,0,1
2018/08/14 17:00:00,holiday,0,1
2018/08/14 18:00:00,holiday,0,1
2018/08/14 19:00:00,holiday,0,1
2018/08/14 2:00:00,holiday,0,1
2018/08/14 20:00:00,holiday,0,1
2018/08/14 21:00:00,holiday,0,1
2018/08/14 22:00:00,holiday,0,1
2018/08/14 23:00:00,holiday,0,1
2018/08/14 3:00:00,holiday,0,1
2018/08/14 4:00:00,holiday,0,1
2018/08/14 5:00:00,holiday,0,1
2018/08/14 6:00:00,holiday,0,1
2018/08/14 7:00:00,holiday,0,1
2018/08/14 8:00:00,holiday,0,1
2018/08/14 9:00:00,holiday,0,1
2018/08/15 0:00:00,holiday,0,1
2018/08/15 1:00:00,holiday,0,1
2018/08/15 10:00:00,holiday,0,1
2018/08/15 11:00:00,holiday,0,1
2018/08/15 12:00:00,hotday,0,1
2018/08/15 12:00:00,holiday,0,1
2018/08/15 13:00:00,hotday,0,1
2018/08/15 13:00:00,holiday,0,1
2018/08/15 14:00:00,hotday,0,1
2018/08/15 14:00:00,holiday,0,1
2018/08/15 15:00:00,hotday,0,1
2018/08/15 15:00:00,holiday,0,1
2018/08/15 16:00:00,holiday,0,1
2018/08/15 17:00:00,holiday,0,1
2018/08/15 18:00:00,holiday,0,1
2018/08/15 19:00:00,holiday,0,1
2018/08/15 2:00:00,holiday,0,1
2018/08/15 20:00:00,holiday,0,1
2018/08/15 21:00:00,holiday,0,1
2018/08/15 22:00:00,holiday,0,1
2018/08/15 23:00:00,holiday,0,1
2018/08/15 3:00:00,holiday,0,1
2018/08/15 4:00:00,holiday,0,1
2018/08/15 5:00:00,holiday,0,1
2018/08/15 6:00:00,holiday,0,1
2018/08/15 7:00:00,holiday,0,1
2018/08/15 8:00:00,holiday,0,1
2018/08/15 9:00:00,holiday,0,1
2018/08/21 12:00:00,hotday,0,1
2018/08/21 13:00:00,hotday,0,1
2018/08/21 14:00:00,hotday,0,1
2018/08/22 10:00:00,hotday,0,1
2018/08/22 11:00:00,hotday,0,1
2018/08/22 12:00:00,hotday,0,1
2018/08/22 13:00:00,hotday,0,1
2018/08/22 14:00:00,hotday,0,1
2018/08/22 15:00:00,hotday,0,1
2018/08/22 16:00:00,hotday,0,1
2018/08/23 10:00:00,hotday,0,1
2018/08/23 11:00:00,hotday,0,1
2018/08/25 10:00:00,hotday,0,1
2018/08/25 11:00:00,hotday,0,1
2018/08/25 12:00:00,hotday,0,1
2018/08/25 13:00:00,hotday,0,1
2018/08/25 14:00:00,hotday,0,1
2018/08/25 15:00:00,hotday,0,1
2018/08/25 16:00:00,hotday,0,1
2018/08/25 17:00:00,hotday,0,1
2018/08/25 9:00:00,hotday,0,1
2018/08/26 10:00:00,hotday,0,1
2018/08/26 11:00:00,hotday,0,1
2018/08/26 12:00:00,hotday,0,1
2018/08/26 13:00:00,hotday,0,1
2018/08/26 14:00:00,hotday,0,1
2018/08/26 15:00:00,hotday,0,1
2018/08/26 16:00:00,hotday,0,1
2018/08/26 17:00:00,hotday,0,1
2018/08/26 18:00:00,hotday,0,1
2018/08/26 9:00:00,hotday,0,1
2018/08/27 10:00:00,hotday,0,1
2018/08/27 11:00:00,hotday,0,1
2018/08/27 12:00:00,hotday,0,1
2018/08/27 13:00:00,hotday,0,1
2018/08/27 14:00:00,hotday,0,1
2018/08/27 15:00:00,hotday,0,1
2018/08/27 9:00:00,hotday,0,1
2018/08/30 11:00:00,hotday,0,1
2018/08/30 12:00:00,hotday,0,1
2018/08/30 13:00:00,hotday,0,1
2018/08/30 14:00:00,hotday,0,1
2018/08/31 10:00:00,hotday,0,1
2018/08/31 11:00:00,hotday,0,1
2018/08/31 12:00:00,hotday,0,1
2018/08/31 13:00:00,hotday,0,1
2018/08/31 14:00:00,hotday,0,1
2018/08/31 15:00:00,hotday,0,1
2018/09/08 13:00:00,hotday,0,1
2018/09/17 0:00:00,holiday,0,1
2018/09/17 1:00:00,holiday,0,1
2018/09/17 10:00:00,holiday,0,1
2018/09/17 11:00:00,holiday,0,1
2018/09/17 12:00:00,holiday,0,1
2018/09/17 13:00:00,holiday,0,1
2018/09/17 14:00:00,holiday,0,1
2018/09/17 15:00:00,holiday,0,1
2018/09/17 16:00:00,holiday,0,1
2018/09/17 17:00:00,holiday,0,1
2018/09/17 18:00:00,holiday,0,1
2018/09/17 19:00:00,holiday,0,1
2018/09/17 2:00:00,holiday,0,1
2018/09/17 20:00:00,holiday,0,1
2018/09/17 21:00:00,holiday,0,1
2018/09/17 22:00:00,holiday,0,1
2018/09/17 23:00:00,holiday,0,1
2018/09/17 3:00:00,holiday,0,1
2018/09/17 4:00:00,holiday,0,1
2018/09/17 5:00:00,holiday,0,1
2018/09/17 6:00:00,holiday,0,1
2018/09/17 7:00:00,holiday,0,1
2018/09/17 8:00:00,holiday,0,1
2018/09/17 9:00:00,holiday,0,1
2018/09/23 0:00:00,holiday,0,1
2018/09/23 1:00:00,holiday,0,1
2018/09/23 10:00:00,holiday,0,1
2018/09/23 11:00:00,holiday,0,1
2018/09/23 12:00:00,holiday,0,1
2018/09/23 13:00:00,holiday,0,1
2018/09/23 14:00:00,holiday,0,1
2018/09/23 15:00:00,holiday,0,1
2018/09/23 16:00:00,holiday,0,1
2018/09/23 17:00:00,holiday,0,1
2018/09/23 18:00:00,holiday,0,1
2018/09/23 19:00:00,holiday,0,1
2018/09/23 2:00:00,holiday,0,1
2018/09/23 20:00:00,holiday,0,1
2018/09/23 21:00:00,holiday,0,1
2018/09/23 22:00:00,holiday,0,1
2018/09/23 23:00:00,holiday,0,1
2018/09/23 3:00:00,holiday,0,1
2018/09/23 4:00:00,holiday,0,1
2018/09/23 5:00:00,holiday,0,1
2018/09/23 6:00:00,holiday,0,1
2018/09/23 7:00:00,holiday,0,1
2018/09/23 8:00:00,holiday,0,1
2018/09/23 9:00:00,holiday,0,1
2018/09/24 0:00:00,holiday,0,1
2018/09/24 1:00:00,holiday,0,1
2018/09/24 10:00:00,holiday,0,1
2018/09/24 11:00:00,holiday,0,1
2018/09/24 12:00:00,holiday,0,1
2018/09/24 13:00:00,holiday,0,1
2018/09/24 14:00:00,holiday,0,1
2018/09/24 15:00:00,holiday,0,1
2018/09/24 16:00:00,holiday,0,1
2018/09/24 17:00:00,holiday,0,1
2018/09/24 18:00:00,holiday,0,1
2018/09/24 19:00:00,holiday,0,1
2018/09/24 2:00:00,holiday,0,1
2018/09/24 20:00:00,holiday,0,1
2018/09/24 21:00:00,holiday,0,1
2018/09/24 22:00:00,holiday,0,1
2018/09/24 23:00:00,holiday,0,1
2018/09/24 3:00:00,holiday,0,1
2018/09/24 4:00:00,holiday,0,1
2018/09/24 5:00:00,holiday,0,1
2018/09/24 6:00:00,holiday,0,1
2018/09/24 7:00:00,holiday,0,1
2018/09/24 8:00:00,holiday,0,1
2018/09/24 9:00:00,holiday,0,1
2018/10/07 13:00:00,hotday,0,1
2018/10/08 0:00:00,holiday,0,1
2018/10/08 1:00:00,holiday,0,1
2018/10/08 10:00:00,holiday,0,1
2018/10/08 11:00:00,holiday,0,1
2018/10/08 12:00:00,holiday,0,1
2018/10/08 13:00:00,holiday,0,1
2018/10/08 14:00:00,holiday,0,1
2018/10/08 15:00:00,holiday,0,1
2018/10/08 16:00:00,holiday,0,1
2018/10/08 17:00:00,holiday,0,1
2018/10/08 18:00:00,holiday,0,1
2018/10/08 19:00:00,holiday,0,1
2018/10/08 2:00:00,holiday,0,1
2018/10/08 20:00:00,holiday,0,1
2018/10/08 21:00:00,holiday,0,1
2018/10/08 22:00:00,holiday,0,1
2018/10/08 23:00:00,holiday,0,1
2018/10/08 3:00:00,holiday,0,1
2018/10/08 4:00:00,holiday,0,1
2018/10/08 5:00:00,holiday,0,1
2018/10/08 6:00:00,holiday,0,1
2018/10/08 7:00:00,holiday,0,1
2018/10/08 8:00:00,holiday,0,1
2018/10/08 9:00:00,holiday,0,1
2018/11/03 0:00:00,holiday,0,1
2018/11/03 1:00:00,holiday,0,1
2018/11/03 10:00:00,holiday,0,1
2018/11/03 11:00:00,holiday,0,1
2018/11/03 12:00:00,holiday,0,1
2018/11/03 13:00:00,holiday,0,1
2018/11/03 14:00:00,holiday,0,1
2018/11/03 15:00:00,holiday,0,1
2018/11/03 16:00:00,holiday,0,1
2018/11/03 17:00:00,holiday,0,1
2018/11/03 18:00:00,holiday,0,1
2018/11/03 19:00:00,holiday,0,1
2018/11/03 2:00:00,holiday,0,1
2018/11/03 20:00:00,holiday,0,1
2018/11/03 21:00:00,holiday,0,1
2018/11/03 22:00:00,holiday,0,1
2018/11/03 23:00:00,holiday,0,1
2018/11/03 3:00:00,holiday,0,1
2018/11/03 4:00:00,holiday,0,1
2018/11/03 5:00:00,holiday,0,1
2018/11/03 6:00:00,holiday,0,1
2018/11/03 7:00:00,holiday,0,1
2018/11/03 8:00:00,holiday,0,1
2018/11/03 9:00:00,holiday,0,1
2018/11/23 0:00:00,holiday,0,1
2018/11/23 1:00:00,holiday,0,1
